姓名,性別,出生年次,選舉類型,區域,推薦政黨,得票數,得票率,當選註記,是否現任
-,-,-,"2005-94年縣市議員選舉 > 區域",臺中市第三選區,中國國民黨,9642,12.06%,*,否
-,-,-,"2010-99年直轄市議員選舉 > 區域",臺中市第11選區,中國國民黨,12289,12.50%,*,否
許慧珠,女,1960,"1998-87年縣市議員選舉 > 區域",臺中市第3選區,無,1095,1.92%,,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺中市第三選區,親民黨,2493,4.96%,,否
-,-,-,"2005-94年縣市議員選舉 > 區域",臺中市第三選區,親民黨,3273,4.09%,,否
許良吉,男,1948,"1998-87年縣市議員選舉 > 區域",臺中市第3選區,無,625,1.10%,,否
-,-,-,2010-99年直轄市里長選舉,臺中市東區新庄里,無黨籍及未經政黨推薦,1696,100.00%,*,否
顏英男,男,1938,"1998-87年縣市議員選舉 > 區域",臺中市第3選區,中國國民黨,4504,7.90%,*,是
-,-,-,"2002-91年縣市議員選舉 > 區域",臺中市第三選區,中國國民黨,3818,7.60%,*,是
-,-,-,"2005-94年縣市議員選舉 > 區域",臺中市第三選區,中國國民黨,5359,6.70%,*,是
何敏誠,男,1955,"1998-87年縣市議員選舉 > 區域",臺中市第3選區,民主進步黨,5102,8.95%,*,是
-,-,-,"2002-91年縣市議員選舉 > 區域",臺中市第三選區,民主進步黨,6129,12.20%,*,是
-,-,-,"2005-94年縣市議員選舉 > 區域",臺中市第三選區,民主進步黨,9043,11.31%,*,是
-,-,-,"2010-99年直轄市議員選舉 > 區域",臺中市第11選區,民主進步黨,15222,15.48%,*,否
林佩樂,女,1967,"1998-87年縣市議員選舉 > 區域",臺中市第3選區,中國國民黨,6242,10.95%,*,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺中市第三選區,中國國民黨,4084,8.13%,*,是
-,-,-,"2004-第 06 屆 立法委員選舉 > 區域",臺中市選舉區,無黨團結聯盟,7344,1.84%,,否
林威邦,男,1963,"1998-87年縣市議員選舉 > 區域",臺中市第3選區,無,4434,7.78%,*,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺中市第三選區,無,4427,8.81%,*,是
-,-,-,"2005-94年縣市議員選舉 > 區域",臺中市第三選區,無,5262,6.58%,,是
洪明芳,男,1957,"1998-87年縣市議員選舉 > 區域",臺中市第3選區,新黨,1945,3.41%,,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺中市第三選區,親民黨,1491,2.97%,,否
-,-,-,2010-99年直轄市里長選舉,臺中市南區新榮里,中國國民黨,997,46.67%,,否
黃馨慧,女,1956,"1998-87年縣市議員選舉 > 區域",臺中市第4選區,中國國民黨,2786,5.15%,!,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺中市第四選區,中國國民黨,2930,6.53%,*,是
-,-,-,"2005-94年縣市議員選舉 > 區域",臺中市第四選區,中國國民黨,9781,12.30%,*,是
-,-,-,"2010-99年直轄市議員選舉 > 區域",臺中市第06選區,中國國民黨,16779,16.52%,*,否
曾木川,男,1954,"1998-87年縣市議員選舉 > 區域",臺中市第4選區,民主進步黨,2387,4.41%,,否
-,-,-,"2005-94年縣市議員選舉 > 區域",臺中市第四選區,民主進步黨,5369,6.75%,*,否
張柏勳,男,1955,"1998-87年縣市議員選舉 > 區域",臺中市第4選區,無,2136,3.95%,,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺中市第四選區,無,1001,2.23%,,否
-,-,-,2010-99年直轄市里長選舉,臺中市西屯區福和里,無黨籍及未經政黨推薦,381,15.84%,,否
張經魁,男,1941,"1998-87年縣市議員選舉 > 區域",臺中市第4選區,中國國民黨,2495,4.61%,,是
-,-,-,"2002-91年縣市議員選舉 > 區域",南投縣第二選區,親民黨,2146,4.03%,,否
-,-,-,"2005-94年縣市議員選舉 > 區域",南投縣第二選區,親民黨,5180,8.82%,*,否
-,-,-,"2009-98年縣市議員選舉 > 區域",南投縣第02選區,中國國民黨,6228,10.11%,*,否
陳富德,男,1951,"1998-87年縣市議員選舉 > 區域",臺中市第4選區,中國國民黨,4302,7.95%,*,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺中市第四選區,中國國民黨,1895,4.22%,,是
-,-,-,"2005-94年縣市議員選舉 > 區域",臺中市第四選區,中國國民黨,4705,5.92%,,否
-,-,-,"2010-99年直轄市議員選舉 > 區域",臺中市第06選區,無黨籍及未經政黨推薦,5162,5.08%,,否
楊正中,男,1954,"1998-87年縣市議員選舉 > 區域",臺中市第4選區,中國國民黨,4246,7.84%,*,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺中市第四選區,中國國民黨,5665,12.62%,*,是
-,-,-,"2005-94年縣市議員選舉 > 區域",臺中市第四選區,中國國民黨,8745,11.00%,*,是
-,-,-,"2010-99年直轄市議員選舉 > 區域",臺中市第06選區,中國國民黨,14679,14.45%,*,否
陳仁訓,男,1950,"1998-87年縣市議員選舉 > 區域",臺中市第4選區,新黨,3331,6.15%,,是
-,-,-,"2002-91年縣市議員選舉 > 區域",臺中市第四選區,親民黨,2012,4.48%,,否
張廖萬堅,男,1965,"1998-87年縣市議員選舉 > 區域",臺中市第4選區,民主進步黨,3731,6.89%,*,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺中市第四選區,民主進步黨,5416,12.06%,*,是
-,-,-,"2005-94年縣市議員選舉 > 區域",臺中市第四選區,民主進步黨,7989,10.05%,*,是
-,-,-,"2010-99年直轄市議員選舉 > 區域",臺中市第06選區,民主進步黨,21585,21.26%,*,否
-,-,-,"2012-第 08 屆 立法委員選舉 > 區域",臺中市第04選區,民主進步黨,92213,46.33%,,否
陳瑞德,男,1950,"1998-87年縣市議員選舉 > 區域",臺中市第4選區,中國國民黨,4047,7.48%,*,是
-,-,-,"2002-91年縣市議員選舉 > 區域",臺中市第四選區,中國國民黨,3959,8.82%,*,是
-,-,-,"2005-94年縣市議員選舉 > 區域",臺中市第四選區,中國國民黨,5297,6.66%,*,是
廖松柏,男,1953,"1998-87年縣市議員選舉 > 區域",臺中市第4選區,中國國民黨,5751,10.63%,*,是
-,-,-,"2002-91年縣市議員選舉 > 區域",臺中市第四選區,中國國民黨,3032,6.75%,*,是
-,-,-,"2005-94年縣市議員選舉 > 區域",臺中市第四選區,台灣團結聯盟,4217,5.30%,,是
丁振嘉,男,1956,"1998-87年縣市議員選舉 > 區域",臺中市第5選區,中國國民黨,4058,13.68%,*,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺中市第五選區,中國國民黨,2912,8.61%,*,是
-,-,-,"2005-94年縣市議員選舉 > 區域",臺中市第五選區,中國國民黨,8041,13.89%,*,是
-,-,-,"2010-99年直轄市議員選舉 > 區域",臺中市第07選區,中國國民黨,9552,12.78%,,否
王秋冬,男,1963,"1998-87年縣市議員選舉 > 區域",臺中市第5選區,中國國民黨,3818,12.88%,*,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺中市第五選區,中國國民黨,4414,13.05%,*,是
-,-,-,"2005-94年縣市議員選舉 > 區域",臺中市第五選區,中國國民黨,12961,22.38%,*,是
黃淑芬,女,1964,"1998-87年縣市議員選舉 > 區域",臺中市第5選區,中國國民黨,3282,11.07%,!,是
-,-,-,"2002-91年縣市議員選舉 > 區域",臺中市第五選區,中國國民黨,2866,8.47%,*,是
-,-,-,"2005-94年縣市議員選舉 > 區域",臺中市第五選區,中國國民黨,4021,6.94%,*,是
-,-,-,"2010-99年直轄市議員選舉 > 區域",臺中市第07選區,無黨籍及未經政黨推薦,6753,9.04%,,否
陳三井,男,1951,"1998-87年縣市議員選舉 > 區域",臺中市第5選區,中國國民黨,5750,19.39%,*,是
-,-,-,"2002-91年縣市議員選舉 > 區域",臺中市第五選區,中國國民黨,4436,13.11%,*,是
-,-,-,"2005-94年縣市議員選舉 > 區域",臺中市第五選區,中國國民黨,6384,11.03%,*,是
-,-,-,"2010-99年直轄市議員選舉 > 區域",臺中市第07選區,無黨籍及未經政黨推薦,7648,10.23%,,否
何文海,男,1958,"1998-87年縣市議員選舉 > 區域",臺中市第5選區,無,3789,12.78%,*,是
-,-,-,"2002-91年縣市議員選舉 > 區域",臺中市第五選區,無,3424,10.12%,*,是
-,-,-,"2004-第 06 屆 立法委員選舉 > 區域",臺中市選舉區,無,6464,1.62%,,否
-,-,-,"2005-94年縣市議員選舉 > 區域",臺中市第五選區,無,4553,7.86%,,是
-,-,-,"2010-99年直轄市議員選舉 > 區域",臺中市第07選區,民主進步黨,12295,16.46%,*,否
劉士州,男,1962,"1998-87年縣市議員選舉 > 區域",臺中市第5選區,無,3371,11.37%,-,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺中市第五選區,無,3814,11.27%,*,否
-,-,-,"2004-第 06 屆 立法委員選舉 > 區域",臺中市選舉區,無,687,0.17%,,否
-,-,-,"2005-94年縣市議員選舉 > 區域",臺中市第五選區,無,6721,11.61%,*,是
-,-,-,"2010-99年直轄市議員選舉 > 區域",臺中市第07選區,中國國民黨,13167,17.62%,*,否
王名江,男,1950,"1998-87年縣市議員選舉 > 區域",臺中市第5選區,無,155,0.52%,,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺中市第三選區,中國國民黨,331,0.66%,,否
-,-,-,"2008-第 07 屆 立法委員選舉 > 區域",臺中市第03選區,大道慈悲濟世黨,322,0.23%,,否
-,-,-,"2012-第 08 屆 立法委員選舉 > 區域",臺中市第06選區,中華民國臺灣基本法連線,507,0.27%,,否
賴注醒,男,1961,"1998-87年縣市議員選舉 > 區域",臺中市第6選區,無,537,0.78%,,否
-,-,-,"2001-第 05 屆立法委員選舉 > 區域",臺中市選舉區,無,571,0.13%,,否
-,-,-,"2004-第 06 屆 立法委員選舉 > 區域",桃園縣選舉區,無,933,0.13%,,否
林永能,男,1944,"1998-87年縣市議員選舉 > 區域",臺中市第6選區,中國國民黨,5853,8.47%,*,是
-,-,-,"2002-91年縣市議員選舉 > 區域",臺中市第六選區,中國國民黨,3663,5.53%,*,是
-,-,-,"2005-94年縣市議員選舉 > 區域",臺中市第六選區,中國國民黨,6245,6.13%,*,是
-,-,-,"2010-99年直轄市議員選舉 > 區域",臺中市第08選區,無黨籍及未經政黨推薦,6087,4.86%,,否
陳薰珠,女,1954,"1998-87年縣市議員選舉 > 區域",臺中市第6選區,無,790,1.14%,,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺中市第六選區,親民黨,2364,3.57%,,否
謝明源,男,1952,"1998-87年縣市議員選舉 > 區域",臺中市第6選區,民主進步黨,8394,12.14%,*,是
-,-,-,"2001-第 05 屆立法委員選舉 > 區域",臺中市選舉區,民主進步黨,48148,11.13%,*,否
-,-,-,"2004-第 06 屆 立法委員選舉 > 區域",臺中市選舉區,民主進步黨,41483,10.42%,*,是
-,-,-,"2008-第 07 屆 立法委員選舉 > 區域",臺中市第02選區,民主進步黨,60582,36.06%,,是
-,-,-,"2012-第 08 屆 立法委員選舉 > 區域",臺中市第05選區,民主進步黨,91793,40.91%,,否
賴國煙,男,1949,"1998-87年縣市議員選舉 > 區域",臺中市第6選區,無,931,1.35%,,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺中市第六選區,台灣團結聯盟,1180,1.78%,,否
賴滄浪,男,1954,"1998-87年縣市議員選舉 > 區域",臺中市第6選區,中國國民黨,1583,2.29%,,是
-,-,-,"2002-91年縣市議員選舉 > 區域",臺中市第六選區,中國國民黨,1172,1.77%,,否
朱蕙蘭,女,1963,"1998-87年縣市議員選舉 > 區域",臺中市第6選區,中國國民黨,3734,5.40%,*,是
-,-,-,"2002-91年縣市議員選舉 > 區域",臺中市第六選區,中國國民黨,3041,4.59%,,是
陳清景,男,1944,"1998-87年縣市議員選舉 > 區域",臺中市第6選區,中國國民黨,8185,11.84%,*,是
-,-,-,"2002-91年縣市議員選舉 > 區域",臺中市第六選區,無,5180,7.82%,*,是
-,-,-,"2005-94年縣市議員選舉 > 區域",臺中市第六選區,中國國民黨,7486,7.34%,*,是
張明昌,男,1947,"1998-87年縣市議員選舉 > 區域",臺中市第6選區,民主進步黨,2463,3.56%,,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺中市第六選區,民主進步黨,2628,3.97%,,否
-,-,-,"2005-94年縣市議員選舉 > 區域",臺中市第六選區,無,1640,1.61%,,否
賴順仁,男,1969,"1998-87年縣市議員選舉 > 區域",臺中市第6選區,中國國民黨,3266,4.73%,*,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺中市第六選區,中國國民黨,5149,7.78%,*,否
-,-,-,"2005-94年縣市議員選舉 > 區域",臺中市第六選區,中國國民黨,7974,7.82%,*,是
-,-,-,"2010-99年直轄市議員選舉 > 區域",臺中市第08選區,中國國民黨,13166,10.52%,*,否
劉春財,男,1957,"1998-87年縣市議員選舉 > 區域",臺中市第6選區,中國國民黨,5224,7.56%,*,是
-,-,-,"2002-91年縣市議員選舉 > 區域",臺中市第六選區,中國國民黨,4862,7.34%,*,是
-,-,-,"2005-94年縣市議員選舉 > 區域",臺中市第六選區,中國國民黨,5525,5.42%,,是
-,-,-,2010-99年直轄市里長選舉,臺中市北屯區水湳里,中國國民黨,3018,74.50%,*,否
詹朝郎,男,1957,"1998-87年縣市議員選舉 > 區域",臺中市第6選區,中國國民黨,2238,3.24%,,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺中市第六選區,無,871,1.32%,,否
游民哲,男,1953,"1998-87年縣市議員選舉 > 區域",臺中市第6選區,無,2762,4.00%,*,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺中市第六選區,中國國民黨,4247,6.41%,*,是
-,-,-,"2005-94年縣市議員選舉 > 區域",臺中市第六選區,中國國民黨,6674,6.55%,*,是
賴天龍,男,1932,"1998-87年縣市議員選舉 > 區域",臺中市第6選區,中國國民黨,6066,8.78%,*,是
-,-,-,"2002-91年縣市議員選舉 > 區域",臺中市第六選區,無,3652,5.52%,*,是
楊山池,男,1959,"1998-87年縣市議員選舉 > 區域",臺中市第6選區,新黨,3854,5.58%,*,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺中市第六選區,新黨,2029,3.06%,,是
-,-,-,"2005-94年縣市議員選舉 > 區域",臺中市第六選區,新黨,3312,3.25%,,否
黃國村,男,1943,"1998-87年縣市議員選舉 > 區域",嘉義市第1選區,中國國民黨,4063,8.01%,*,是
-,-,-,"2002-91年縣市議員選舉 > 區域",嘉義市第一選區,中國國民黨,3018,5.59%,*,是
-,-,-,"2005-94年縣市議員選舉 > 區域",嘉義市第一選區,中國國民黨,3218,5.01%,,否
-,-,-,"2009-98年縣市議員選舉 > 區域",嘉義市第01選區,中國國民黨,5597,9.00%,*,否
陳文齡,男,1943,"1998-87年縣市議員選舉 > 區域",嘉義市第1選區,中國國民黨,2444,4.82%,*,否
-,-,-,"2002-91年縣市議員選舉 > 區域",嘉義市第一選區,中國國民黨,2736,5.07%,*,是
-,-,-,"2005-94年縣市議員選舉 > 區域",嘉義市第二選區,中國國民黨,4327,6.09%,*,是
-,-,-,"2009-98年縣市議員選舉 > 區域",嘉義市第02選區,中國國民黨,3248,4.55%,*,是
洪有仁,男,1960,"1998-87年縣市議員選舉 > 區域",嘉義市第1選區,無,3687,7.27%,*,是
-,-,-,"2002-91年縣市議員選舉 > 區域",嘉義市第一選區,無,1991,3.69%,,是
-,-,-,"2005-94年縣市議員選舉 > 區域",嘉義市第一選區,無,4421,6.89%,*,否
-,-,-,"2009-98年縣市議員選舉 > 區域",嘉義市第01選區,無黨籍及未經政黨推薦,3463,5.57%,,是
林瑞霞,女,1954,"1998-87年縣市議員選舉 > 區域",嘉義市第1選區,無,1792,3.53%,,否
-,-,-,"2002-91年縣市議員選舉 > 區域",嘉義市第一選區,無,911,1.69%,,否
-,-,-,"2005-94年縣市議員選舉 > 區域",嘉義市第一選區,無,1619,2.52%,,否
-,-,-,"2008-第 07 屆 立法委員選舉 > 區域",嘉義市第01選區,綠黨,663,0.58%,,否
-,-,-,"2009-98年縣市議員選舉 > 區域",嘉義市第01選區,無黨籍及未經政黨推薦,1834,2.95%,,否
江熙哲,男,1954,"1998-87年縣市議員選舉 > 區域",嘉義市第1選區,無,2170,4.28%,,否
-,-,-,"2002-91年縣市議員選舉 > 區域",嘉義市第二選區,民主進步黨,2883,4.82%,*,否
歐金城,男,1961,"1998-87年縣市議員選舉 > 區域",嘉義市第1選區,中國國民黨,2698,5.32%,*,是
-,-,-,"2002-91年縣市議員選舉 > 區域",嘉義市第一選區,中國國民黨,1024,1.90%,,是
侯金良,男,1952,"1998-87年縣市議員選舉 > 區域",嘉義市第1選區,中國國民黨,4341,8.56%,*,否
-,-,-,"2002-91年縣市議員選舉 > 區域",嘉義市第一選區,中國國民黨,3494,6.47%,*,是
戴建三,男,1943,"1998-87年縣市議員選舉 > 區域",嘉義市第1選區,無,4036,7.96%,*,是
-,-,-,"2002-91年縣市議員選舉 > 區域",嘉義市第一選區,無,2900,5.37%,*,是
-,-,-,"2005-94年縣市議員選舉 > 區域",嘉義市第一選區,無,3075,4.79%,,是
黃乙常,男,1962,"1998-87年縣市議員選舉 > 區域",嘉義市第1選區,民主進步黨,2349,4.63%,,否
-,-,-,"2002-91年縣市議員選舉 > 區域",嘉義市第一選區,民主進步黨,1582,2.93%,,否
郭明賓,男,1959,"1998-87年縣市議員選舉 > 區域",嘉義市第1選區,中國國民黨,4090,8.07%,*,否
-,-,-,"2002-91年縣市議員選舉 > 區域",嘉義市第一選區,中國國民黨,3078,5.70%,*,是
-,-,-,"2005-94年縣市議員選舉 > 區域",嘉義市第一選區,中國國民黨,4540,7.07%,*,是
-,-,-,"2009-98年縣市議員選舉 > 區域",嘉義市第01選區,中國國民黨,4930,7.93%,*,是
蔡嘉文,男,1956,"1998-87年縣市議員選舉 > 區域",嘉義市第1選區,無,3517,6.94%,*,是
-,-,-,"2002-91年縣市議員選舉 > 區域",嘉義市第一選區,無,2419,4.48%,,是
-,-,-,"2005-94年縣市議員選舉 > 區域",嘉義市第一選區,無,2099,3.27%,,否
郭美玲,女,1962,"1998-87年縣市議員選舉 > 區域",嘉義市第1選區,中國國民黨,2029,4.00%,*,是
-,-,-,"2002-91年縣市議員選舉 > 區域",嘉義市第一選區,中國國民黨,3232,5.99%,*,是
-,-,-,"2005-94年縣市議員選舉 > 區域",嘉義市第一選區,中國國民黨,3758,5.85%,*,是
-,-,-,"2009-98年縣市議員選舉 > 區域",嘉義市第01選區,中國國民黨,3658,5.88%,,是
張榮藏,男,1942,"1998-87年縣市議員選舉 > 區域",嘉義市第1選區,無,3621,7.14%,*,是
-,-,-,2001-90年縣市長選舉,嘉義市,無,8476,7.07%,,否
-,-,-,"2002-91年縣市議員選舉 > 區域",嘉義市第一選區,無,2794,5.18%,*,是
-,-,-,"2005-94年縣市議員選舉 > 區域",嘉義市第一選區,無,4980,7.76%,*,是
-,-,-,"2009-98年縣市議員選舉 > 區域",嘉義市第01選區,無黨籍及未經政黨推薦,4135,6.65%,*,是
陳盛龍,男,1950,"1998-87年縣市議員選舉 > 區域",嘉義市第2選區,無,3559,6.57%,*,是
-,-,-,"2002-91年縣市議員選舉 > 區域",嘉義市第二選區,無,1909,3.19%,,是
張說,女,1962,"1998-87年縣市議員選舉 > 區域",嘉義市第2選區,無,2190,4.04%,,是
-,-,-,"2002-91年縣市議員選舉 > 區域",嘉義市第二選區,無,1569,2.63%,,否
張志成,男,1968,"1998-87年縣市議員選舉 > 區域",嘉義市第2選區,中國國民黨,6273,11.57%,*,否
-,-,-,"2009-98年縣市議員選舉 > 區域",嘉義市第02選區,中國國民黨,2953,4.14%,,否
陳幸枝,女,1960,"1998-87年縣市議員選舉 > 區域",嘉義市第2選區,民主進步黨,2478,4.57%,!,否
-,-,-,"2002-91年縣市議員選舉 > 區域",嘉義市第二選區,民主進步黨,2355,3.94%,*,是
-,-,-,"2005-94年縣市議員選舉 > 區域",嘉義市第二選區,民主進步黨,5138,7.23%,*,是
-,-,-,"2009-98年縣市議員選舉 > 區域",嘉義市第02選區,民主進步黨,4285,6.01%,*,是
蔡文旭,男,1963,"1998-87年縣市議員選舉 > 區域",嘉義市第2選區,民主進步黨,3567,6.58%,*,否
